locus_tag	ftype	length_bp	gene	EC_number	COG	product
CNBKHAJB_02547	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
CNBKHAJB_02548	CDS	4866	gdh	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
CNBKHAJB_02549	CDS	2319	mdtC_2			Multidrug resistance protein MdtC
CNBKHAJB_02550	CDS	1035	ycf48_1			Photosystem II assembly lipoprotein Ycf48
CNBKHAJB_02551	CDS	1374				putative protein
CNBKHAJB_02552	CDS	2091				hypothetical protein
CNBKHAJB_02553	CDS	216				hypothetical protein
CNBKHAJB_02554	CDS	2619	pepN	3.4.11.2	COG0308	Aminopeptidase N
CNBKHAJB_02555	CDS	1479	mleN_1		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
CNBKHAJB_02556	CDS	2052	prc	3.4.21.102	COG0793	Tail-specific protease
CNBKHAJB_02557	CDS	663	proQ		COG3109	RNA chaperone ProQ
CNBKHAJB_02558	CDS	288				hypothetical protein
CNBKHAJB_02559	CDS	477	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
CNBKHAJB_02560	CDS	828				hypothetical protein
CNBKHAJB_02561	CDS	675				hypothetical protein
CNBKHAJB_02562	CDS	579				hypothetical protein
CNBKHAJB_02563	CDS	1122				hypothetical protein
CNBKHAJB_02564	CDS	2874	btuB_12			Vitamin B12 transporter BtuB
CNBKHAJB_02565	CDS	1194		5.3.3.-		2-methyl-aconitate isomerase
CNBKHAJB_02566	CDS	2607	acnD	4.2.1.117	COG1048	2-methylcitrate dehydratase (2-methyl-trans-aconitate forming)
CNBKHAJB_02567	CDS	1125	prpC_1	2.3.3.5		2-methylcitrate synthase
CNBKHAJB_02568	CDS	891	prpB	4.1.3.30		2-methylisocitrate lyase
CNBKHAJB_02569	CDS	720				hypothetical protein
CNBKHAJB_02570	CDS	540				hypothetical protein
CNBKHAJB_02571	CDS	387	cetB_1	5.1.3.33		2-epi-5-epi-valiolone epimerase
CNBKHAJB_02572	CDS	888			COG1752	putative NTE family protein
CNBKHAJB_02573	CDS	420				hypothetical protein
CNBKHAJB_02574	tRNA	76				tRNA-Glu(ttc)
CNBKHAJB_02575	tRNA	76				tRNA-Glu(ttc)
CNBKHAJB_02576	tRNA	76				tRNA-Glu(ttc)
CNBKHAJB_02577	tRNA	76				tRNA-Glu(ttc)
CNBKHAJB_02578	tRNA	76				tRNA-Glu(ttc)
CNBKHAJB_02579	tRNA	76				tRNA-Glu(ttc)
CNBKHAJB_02580	tRNA	76				tRNA-Ala(ggc)
CNBKHAJB_02581	CDS	915	ybhK		COG0391	Putative gluconeogenesis factor
CNBKHAJB_02582	CDS	597	dcd	3.5.4.13	COG0717	dCTP deaminase
CNBKHAJB_02583	CDS	1176	mrp		COG0489	Iron-sulfur cluster carrier protein
CNBKHAJB_02584	CDS	2142	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
CNBKHAJB_02585	CDS	423	rcsF			Outer membrane lipoprotein RcsF
CNBKHAJB_02586	CDS	747	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
CNBKHAJB_02587	CDS	648				hypothetical protein
CNBKHAJB_02588	CDS	585				hypothetical protein
CNBKHAJB_02589	CDS	177				hypothetical protein
CNBKHAJB_02590	CDS	504	slyD_1	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
CNBKHAJB_02591	CDS	900				hypothetical protein
CNBKHAJB_02592	CDS	3927				hypothetical protein
CNBKHAJB_02593	CDS	1521	sbcD		COG0420	Nuclease SbcCD subunit D
CNBKHAJB_02594	CDS	873	cynR_1		COG0583	HTH-type transcriptional regulator CynR
CNBKHAJB_02595	CDS	1230	ynfM		COG2814	Inner membrane transport protein YnfM
CNBKHAJB_02596	CDS	567				hypothetical protein
CNBKHAJB_02597	CDS	321				hypothetical protein
CNBKHAJB_02598	CDS	729	ygaZ		COG1296	Inner membrane protein YgaZ
CNBKHAJB_02599	CDS	843	rhaS_2		COG4977	HTH-type transcriptional activator RhaS
CNBKHAJB_02600	CDS	318				hypothetical protein
CNBKHAJB_02601	CDS	744				IS3 family transposase ISCps9
CNBKHAJB_02602	CDS	375				hypothetical protein
CNBKHAJB_02603	CDS	762	speE_2	2.5.1.16		Polyamine aminopropyltransferase
CNBKHAJB_02604	CDS	792				hypothetical protein
CNBKHAJB_02605	CDS	627				hypothetical protein
CNBKHAJB_02606	CDS	303				hypothetical protein
CNBKHAJB_02607	CDS	669	ligE			Beta-etherase
CNBKHAJB_02608	CDS	288				hypothetical protein
CNBKHAJB_02609	CDS	2757				hypothetical protein
CNBKHAJB_02610	CDS	843				hypothetical protein
CNBKHAJB_02611	CDS	3201	czcA_3			Cobalt-zinc-cadmium resistance protein CzcA
CNBKHAJB_02612	CDS	1347				hypothetical protein
CNBKHAJB_02613	CDS	1239				hypothetical protein
CNBKHAJB_02614	CDS	348				hypothetical protein
CNBKHAJB_02615	CDS	2370				hypothetical protein
CNBKHAJB_02616	CDS	696				hypothetical protein
CNBKHAJB_02617	CDS	891				hypothetical protein
CNBKHAJB_02618	CDS	1650	cobB	2.3.1.286		NAD-dependent protein deacetylase
CNBKHAJB_02619	CDS	1386	lysA_3	4.1.1.20	COG0019	Diaminopimelate decarboxylase
CNBKHAJB_02620	CDS	2205				hypothetical protein
CNBKHAJB_02621	CDS	309				hypothetical protein
CNBKHAJB_02622	CDS	1266				hypothetical protein
CNBKHAJB_02623	CDS	1197	namZ	3.2.1.92	COG3876	Peptidoglycan beta-N-acetylmuramidase NamZ
CNBKHAJB_02624	CDS	927	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
CNBKHAJB_02625	CDS	1083	dadX	5.1.1.1		Alanine racemase, catabolic
CNBKHAJB_02626	CDS	669	queE_1	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
CNBKHAJB_02627	CDS	657	queC_1	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
CNBKHAJB_02628	CDS	213				hypothetical protein
CNBKHAJB_02629	CDS	2022	uvrB		COG0556	UvrABC system protein B
CNBKHAJB_02630	CDS	1389	mdtK			Multidrug resistance protein MdtK
CNBKHAJB_02631	tRNA	76				tRNA-Asn(gtt)
CNBKHAJB_02632	tRNA	76				tRNA-Asn(gtt)
CNBKHAJB_02633	tRNA	76				tRNA-Asn(gtt)
CNBKHAJB_02634	tRNA	76				tRNA-Asn(gtt)
CNBKHAJB_02635	CDS	2259	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
CNBKHAJB_02636	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
CNBKHAJB_02637	CDS	219	cspD		COG1278	Cold shock-like protein CspD
CNBKHAJB_02638	CDS	1251	icdI	1.1.1.42		Isocitrate dehydrogenase [NADP] 1
CNBKHAJB_02639	CDS	2232	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
CNBKHAJB_02640	CDS	606	rluE_2	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
CNBKHAJB_02641	CDS	528	nudJ	3.6.1.-		Phosphatase NudJ
CNBKHAJB_02642	CDS	1128	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
CNBKHAJB_02643	CDS	636	hflD		COG2915	High frequency lysogenization protein HflD
CNBKHAJB_02644	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
CNBKHAJB_02645	CDS	408				hypothetical protein
CNBKHAJB_02646	CDS	1038	ldh	1.4.1.9		Leucine dehydrogenase
CNBKHAJB_02647	CDS	1104	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
CNBKHAJB_02648	CDS	360	rplT			Large ribosomal subunit protein bL20
CNBKHAJB_02649	CDS	195	rpmI		COG0291	Large ribosomal subunit protein bL35
CNBKHAJB_02650	CDS	558	infC		COG0290	Translation initiation factor IF-3
CNBKHAJB_02651	CDS	1911	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
CNBKHAJB_02652	CDS	726				hypothetical protein
CNBKHAJB_02653	CDS	1686				hypothetical protein
CNBKHAJB_02654	CDS	336			COG1146	Ferredoxin 1
CNBKHAJB_02655	CDS	921				hypothetical protein
CNBKHAJB_02656	CDS	207				hypothetical protein
CNBKHAJB_02657	CDS	1419	norM		COG0534	Multidrug resistance protein NorM
CNBKHAJB_02658	tRNA	77				tRNA-Val(gac)
CNBKHAJB_02659	CDS	1248	intA_2		COG0582	Prophage integrase IntA
CNBKHAJB_02660	CDS	2196				hypothetical protein
CNBKHAJB_02661	CDS	1248				hypothetical protein
CNBKHAJB_02662	CDS	843	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
CNBKHAJB_02663	CDS	1500	asnB_2	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
CNBKHAJB_02664	CDS	681				hypothetical protein
CNBKHAJB_02665	CDS	798				hypothetical protein
CNBKHAJB_02666	CDS	978				hypothetical protein
CNBKHAJB_02667	CDS	549				hypothetical protein
CNBKHAJB_02668	CDS	732				hypothetical protein
CNBKHAJB_02669	CDS	747		1.8.3.7	COG1262	Formylglycine-generating enzyme
CNBKHAJB_02670	CDS	675				hypothetical protein
CNBKHAJB_02671	CDS	402				hypothetical protein
CNBKHAJB_02672	CDS	549	folE_3	3.5.4.16	COG0302	GTP cyclohydrolase 1
CNBKHAJB_02673	CDS	975				hypothetical protein
CNBKHAJB_02674	CDS	192				hypothetical protein
CNBKHAJB_02675	CDS	336	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
CNBKHAJB_02676	CDS	861				hypothetical protein
CNBKHAJB_02677	CDS	1413	dpdA	2.4.2.-		DNA-guanine transglycosylase
CNBKHAJB_02678	CDS	1200				hypothetical protein
CNBKHAJB_02679	CDS	660	queC_2	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
CNBKHAJB_02680	CDS	1038				hypothetical protein
CNBKHAJB_02681	CDS	2193				hypothetical protein
CNBKHAJB_02682	CDS	603				hypothetical protein
CNBKHAJB_02683	CDS	4428				hypothetical protein
CNBKHAJB_02684	CDS	795				hypothetical protein
CNBKHAJB_02685	CDS	3072				hypothetical protein
CNBKHAJB_02686	CDS	951				hypothetical protein
CNBKHAJB_02687	CDS	2532	cshA	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
CNBKHAJB_02688	CDS	3075	rapA_1	3.6.4.-		RNA polymerase-associated protein RapA
CNBKHAJB_02689	CDS	681	queE_2	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
CNBKHAJB_02690	CDS	450				hypothetical protein
CNBKHAJB_02691	CDS	312				hypothetical protein
CNBKHAJB_02692	CDS	477				hypothetical protein
CNBKHAJB_02693	CDS	435				hypothetical protein
CNBKHAJB_02694	CDS	561	xerC_4			Tyrosine recombinase XerC
CNBKHAJB_02695	CDS	240				hypothetical protein
CNBKHAJB_02696	CDS	234				hypothetical protein
CNBKHAJB_02697	CDS	678				hypothetical protein
CNBKHAJB_02698	CDS	1467	recD2_2	5.6.2.3		ATP-dependent RecD2 DNA helicase
CNBKHAJB_02699	CDS	1191				hypothetical protein
CNBKHAJB_02700	CDS	708				hypothetical protein
CNBKHAJB_02701	CDS	363				hypothetical protein
CNBKHAJB_02702	CDS	408				hypothetical protein
CNBKHAJB_02703	CDS	279				hypothetical protein
CNBKHAJB_02704	CDS	744				IS3 family transposase ISCps9
CNBKHAJB_02705	CDS	375				hypothetical protein
CNBKHAJB_02706	CDS	600				hypothetical protein
CNBKHAJB_02707	CDS	522				hypothetical protein
CNBKHAJB_02708	CDS	666				hypothetical protein
CNBKHAJB_02709	CDS	1323				hypothetical protein
CNBKHAJB_02710	CDS	444				hypothetical protein
CNBKHAJB_02711	CDS	885	gcvA_2		COG0583	Glycine cleavage system transcriptional activator
CNBKHAJB_02712	CDS	660	azoR1	1.6.5.-		FMN-dependent NAD(P)H:quinone oxidoreductase 1
CNBKHAJB_02713	CDS	375				hypothetical protein
CNBKHAJB_02714	CDS	945	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
CNBKHAJB_02715	CDS	882				hypothetical protein
CNBKHAJB_02716	CDS	828				hypothetical protein
CNBKHAJB_02717	CDS	687	rhtC_2		COG1280	Threonine efflux protein
CNBKHAJB_02718	CDS	588				hypothetical protein
CNBKHAJB_02719	CDS	1809	atm1	7.-.-.-	COG5265	ATM1-type heavy metal exporter
CNBKHAJB_02720	CDS	1716	pafA	3.1.3.1	COG1524	Alkaline phosphatase PafA
CNBKHAJB_02721	CDS	984	eutR_2			HTH-type DNA-binding transcriptional activator EutR
CNBKHAJB_02722	CDS	1569				hypothetical protein
CNBKHAJB_02723	CDS	1539		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
CNBKHAJB_02724	CDS	1509		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
CNBKHAJB_02725	CDS	885	egtB_2	1.14.99.50		Hercynine oxygenase
CNBKHAJB_02726	CDS	2304				hypothetical protein
CNBKHAJB_02727	CDS	999	moxR1_2		COG0714	Chaperone MoxR1
CNBKHAJB_02728	CDS	1038				hypothetical protein
CNBKHAJB_02729	CDS	687				hypothetical protein
CNBKHAJB_02730	CDS	1095				hypothetical protein
CNBKHAJB_02731	CDS	990				hypothetical protein
CNBKHAJB_02732	CDS	780				hypothetical protein
CNBKHAJB_02733	CDS	1398				hypothetical protein
CNBKHAJB_02734	CDS	294	ihfA		COG0776	Integration host factor subunit alpha
CNBKHAJB_02735	CDS	2424	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
CNBKHAJB_02736	CDS	996	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
CNBKHAJB_02737	CDS	234				hypothetical protein
CNBKHAJB_02738	CDS	3210	ydiJ	1.1.99.39	COG0247	D-2-hydroxyglutarate dehydrogenase
CNBKHAJB_02739	CDS	498				hypothetical protein
CNBKHAJB_02740	CDS	504				hypothetical protein
CNBKHAJB_02741	CDS	846				hypothetical protein
CNBKHAJB_02742	CDS	909	cphA_2	6.3.2.29		Cyanophycin synthetase
CNBKHAJB_02743	CDS	1200				hypothetical protein
CNBKHAJB_02744	CDS	537				hypothetical protein
CNBKHAJB_02745	CDS	708				hypothetical protein
CNBKHAJB_02746	CDS	2388	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
CNBKHAJB_02747	CDS	810	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
CNBKHAJB_02748	CDS	1053	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
CNBKHAJB_02749	CDS	468		3.1.3.48	COG0394	Putative low molecular weight protein-tyrosine-phosphatase
CNBKHAJB_02750	CDS	354				hypothetical protein
CNBKHAJB_02751	CDS	576				hypothetical protein
CNBKHAJB_02752	CDS	522				hypothetical protein
CNBKHAJB_02753	CDS	576				hypothetical protein
CNBKHAJB_02754	CDS	651	yidC2		COG0706	Membrane protein insertase YidC 2
CNBKHAJB_02755	CDS	483				hypothetical protein
CNBKHAJB_02756	CDS	513				hypothetical protein
CNBKHAJB_02757	CDS	681				hypothetical protein
CNBKHAJB_02758	CDS	363				hypothetical protein
CNBKHAJB_02759	CDS	150				hypothetical protein
CNBKHAJB_02760	CDS	2115	ptrB_1	3.4.21.83	COG1770	Protease 2
CNBKHAJB_02761	CDS	228				hypothetical protein
CNBKHAJB_02762	CDS	375				hypothetical protein
CNBKHAJB_02763	CDS	1149	yiaV		COG1566	Inner membrane protein YiaV
CNBKHAJB_02764	CDS	348	yiaW			Inner membrane protein YiaW
CNBKHAJB_02765	CDS	756				hypothetical protein
CNBKHAJB_02766	CDS	1569		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
CNBKHAJB_02767	CDS	939	leuO_2		COG0583	HTH-type transcriptional regulator LeuO
CNBKHAJB_02768	CDS	435				hypothetical protein
CNBKHAJB_02769	CDS	771				hypothetical protein
CNBKHAJB_02770	CDS	762				hypothetical protein
CNBKHAJB_02771	CDS	1533	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
CNBKHAJB_02772	CDS	213				hypothetical protein
CNBKHAJB_02773	CDS	1584				hypothetical protein
CNBKHAJB_02774	CDS	759	tatC_2		COG0805	Sec-independent protein translocase protein TatC
CNBKHAJB_02775	CDS	309	tatB_2		COG1826	Sec-independent protein translocase protein TatB
CNBKHAJB_02776	CDS	240	tatA_2		COG1826	Sec-independent protein translocase protein TatA
CNBKHAJB_02777	CDS	1200				hypothetical protein
CNBKHAJB_02778	CDS	558				hypothetical protein
CNBKHAJB_02779	CDS	1977	acoR		COG3284	Acetoin catabolism regulatory protein
CNBKHAJB_02780	CDS	726	lipL_2	2.3.1.204		Lipoyl-[GcvH]:protein N-lipoyltransferase
CNBKHAJB_02781	CDS	696	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
CNBKHAJB_02782	CDS	234				hypothetical protein
CNBKHAJB_02783	CDS	1017	acoB	1.1.1.-	COG0022	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta
CNBKHAJB_02784	CDS	987	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
CNBKHAJB_02785	CDS	1587	mpdB	1.1.1.400		2-methyl-1,2-propanediol dehydrogenase
CNBKHAJB_02786	CDS	531				hypothetical protein
CNBKHAJB_02787	CDS	1224				hypothetical protein
CNBKHAJB_02788	CDS	588	cetB_2	5.1.3.33		2-epi-5-epi-valiolone epimerase
CNBKHAJB_02789	CDS	174				hypothetical protein
CNBKHAJB_02790	CDS	1245				IS110 family transposase ISCps4
CNBKHAJB_02791	CDS	117				hypothetical protein
CNBKHAJB_02792	CDS	1263				hypothetical protein
CNBKHAJB_02793	CDS	714	walR		COG0745	Transcriptional regulatory protein WalR
CNBKHAJB_02794	CDS	1386	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
CNBKHAJB_02795	CDS	543	msrA_1	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
CNBKHAJB_02796	CDS	501	msrA3	1.8.4.11		Peptide methionine sulfoxide reductase MsrA 3
CNBKHAJB_02797	CDS	453	msrB_2	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
CNBKHAJB_02798	CDS	549				hypothetical protein
CNBKHAJB_02799	CDS	558				hypothetical protein
CNBKHAJB_02800	CDS	612				hypothetical protein
CNBKHAJB_02801	CDS	954	mtrA			HTH-type transcriptional regulator MtrA
CNBKHAJB_02802	CDS	1218	pqiA_2		COG2995	Intermembrane transport protein PqiA
CNBKHAJB_02803	CDS	1743	pqiB		COG1463	Intermembrane transport protein PqiB
CNBKHAJB_02804	CDS	627				hypothetical protein
CNBKHAJB_02805	CDS	690				hypothetical protein
CNBKHAJB_02806	CDS	741				hypothetical protein
CNBKHAJB_02807	CDS	762	yadH_2		COG0842	Inner membrane transport permease YadH
CNBKHAJB_02808	CDS	927	yadG_2		COG1131	putative ABC transporter ATP-binding protein YadG
CNBKHAJB_02809	CDS	2085	ade_2	3.5.4.2		Adenine deaminase
CNBKHAJB_02810	CDS	870	aaeR_3		COG0583	HTH-type transcriptional activator AaeR
CNBKHAJB_02811	CDS	594				hypothetical protein
CNBKHAJB_02812	CDS	183				hypothetical protein
CNBKHAJB_02813	CDS	2547				hypothetical protein
CNBKHAJB_02814	CDS	468	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
CNBKHAJB_02815	CDS	1659				hypothetical protein
CNBKHAJB_02816	CDS	324				hypothetical protein
CNBKHAJB_02817	CDS	204				hypothetical protein
CNBKHAJB_02818	CDS	420				hypothetical protein
CNBKHAJB_02819	CDS	477				hypothetical protein
CNBKHAJB_02820	CDS	639	tpm	2.1.1.67		Thiopurine S-methyltransferase
CNBKHAJB_02821	CDS	540				hypothetical protein
CNBKHAJB_02822	CDS	312				hypothetical protein
CNBKHAJB_02823	CDS	1599	pksE		COG0331	Polyketide biosynthesis protein PksE
CNBKHAJB_02824	CDS	288				hypothetical protein
CNBKHAJB_02825	CDS	6051	fabA_1	5.3.3.14		3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
CNBKHAJB_02826	CDS	2703				hypothetical protein
CNBKHAJB_02827	CDS	8349	acpP_2			Acyl carrier protein
CNBKHAJB_02828	CDS	849				hypothetical protein
CNBKHAJB_02829	CDS	849				hypothetical protein
CNBKHAJB_02830	CDS	900	pcpR_2		COG0583	PCP degradation transcriptional activation protein
CNBKHAJB_02831	CDS	834				hypothetical protein
CNBKHAJB_02832	CDS	1125	nemA_3	1.3.1.-	COG1902	N-ethylmaleimide reductase
CNBKHAJB_02833	CDS	1158	yqhD	1.1.1.2	COG1979	NADPH-dependent aldehyde reductase YqhD
CNBKHAJB_02834	CDS	180	curA_2	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
CNBKHAJB_02835	CDS	459				hypothetical protein
CNBKHAJB_02836	CDS	504				hypothetical protein
CNBKHAJB_02837	CDS	744				hypothetical protein
CNBKHAJB_02838	CDS	792	yddE_1	5.1.-.-	COG0384	putative isomerase YddE
CNBKHAJB_02839	CDS	483				hypothetical protein
CNBKHAJB_02840	CDS	279				hypothetical protein
CNBKHAJB_02841	CDS	309				hypothetical protein
CNBKHAJB_02842	CDS	351				hypothetical protein
CNBKHAJB_02843	CDS	375				hypothetical protein
CNBKHAJB_02844	CDS	744				IS3 family transposase ISCps9
CNBKHAJB_02845	CDS	279				hypothetical protein
CNBKHAJB_02846	CDS	225				hypothetical protein
CNBKHAJB_02847	CDS	372				hypothetical protein
CNBKHAJB_02848	CDS	300				hypothetical protein
CNBKHAJB_02849	CDS	237				hypothetical protein
CNBKHAJB_02850	CDS	336				hypothetical protein
CNBKHAJB_02851	CDS	423				hypothetical protein
CNBKHAJB_02852	CDS	675		3.8.1.2		(S)-2-haloacid dehalogenase
CNBKHAJB_02853	CDS	579				hypothetical protein
CNBKHAJB_02854	CDS	600				hypothetical protein
CNBKHAJB_02855	CDS	849	folD_1		COG0190	Bifunctional protein FolD protein
CNBKHAJB_02856	CDS	420				hypothetical protein
CNBKHAJB_02857	CDS	396				hypothetical protein
CNBKHAJB_02858	CDS	396	yhfA_2		COG1765	Protein YhfA
CNBKHAJB_02859	CDS	354			COG0789	putative HTH-type transcriptional regulator
CNBKHAJB_02860	CDS	399				hypothetical protein
CNBKHAJB_02861	CDS	906				hypothetical protein
CNBKHAJB_02862	CDS	657	rhtC_3		COG1280	Threonine efflux protein
CNBKHAJB_02863	CDS	783	yddE_2	5.1.-.-	COG0384	putative isomerase YddE
CNBKHAJB_02864	CDS	432				hypothetical protein
CNBKHAJB_02865	CDS	207				hypothetical protein
CNBKHAJB_02866	CDS	546	mntP		COG1971	putative manganese efflux pump MntP
CNBKHAJB_02867	CDS	369				hypothetical protein
CNBKHAJB_02868	CDS	402	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
CNBKHAJB_02869	CDS	1140	hcaT		COG2814	putative 3-phenylpropionic acid transporter
CNBKHAJB_02870	CDS	1122	aroC	4.2.3.5	COG0082	Chorismate synthase
CNBKHAJB_02871	CDS	945	prmB	2.1.1.298	COG2890	Ribosomal protein uL3 glutamine methyltransferase
CNBKHAJB_02872	CDS	696	smrB	3.1.-.-		Ribosome rescue factor SmrB
CNBKHAJB_02873	CDS	501	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
CNBKHAJB_02874	CDS	2811	ptrA_2	3.4.24.55	COG1025	Protease 3
CNBKHAJB_02875	CDS	2364	fadJ_2		COG1024	Fatty acid oxidation complex subunit alpha
CNBKHAJB_02876	CDS	1308	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
CNBKHAJB_02877	CDS	237				hypothetical protein
CNBKHAJB_02878	CDS	1002	moxR1_3		COG0714	Chaperone MoxR1
CNBKHAJB_02879	CDS	1056				hypothetical protein
CNBKHAJB_02880	CDS	603				hypothetical protein
CNBKHAJB_02881	CDS	660				hypothetical protein
CNBKHAJB_02882	CDS	357				hypothetical protein
CNBKHAJB_02883	CDS	2103				hypothetical protein
CNBKHAJB_02884	CDS	1746				hypothetical protein
CNBKHAJB_02885	CDS	516	ecfG			ECF RNA polymerase sigma factor EcfG
CNBKHAJB_02886	CDS	714				hypothetical protein
CNBKHAJB_02887	CDS	2460				hypothetical protein
CNBKHAJB_02888	CDS	492				hypothetical protein
CNBKHAJB_02889	CDS	675				hypothetical protein
CNBKHAJB_02890	CDS	1287	rstB_2	2.7.13.3	COG2205	Sensor protein RstB
CNBKHAJB_02891	CDS	717	rstA_2		COG0745	Transcriptional regulatory protein RstA
CNBKHAJB_02892	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
CNBKHAJB_02893	CDS	834	rlmA	2.1.1.187	COG2226	23S rRNA (guanine(745)-N(1))-methyltransferase
CNBKHAJB_02894	CDS	501				hypothetical protein
CNBKHAJB_02895	CDS	1239	ackA	2.7.2.1	COG0282	Acetate kinase
CNBKHAJB_02896	CDS	2121	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
CNBKHAJB_02897	CDS	351			COG1393	putative protein
CNBKHAJB_02898	CDS	1200	dapE_2	3.5.1.18		Succinyl-diaminopimelate desuccinylase
CNBKHAJB_02899	CDS	723				hypothetical protein
CNBKHAJB_02900	CDS	189				hypothetical protein
CNBKHAJB_02901	CDS	1170	bamC			Outer membrane protein assembly factor BamC
CNBKHAJB_02902	CDS	531	gcvR		COG2716	Glycine cleavage system transcriptional repressor
CNBKHAJB_02903	CDS	477	bcp	1.11.1.24	COG1225	Peroxiredoxin Bcp
CNBKHAJB_02904	CDS	1074				hypothetical protein
CNBKHAJB_02905	CDS	240				hypothetical protein
CNBKHAJB_02906	CDS	609				hypothetical protein
CNBKHAJB_02907	CDS	1470	bepA_5	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
CNBKHAJB_02908	CDS	357	yfgD		COG1393	putative protein YfgD
CNBKHAJB_02909	CDS	396				hypothetical protein
CNBKHAJB_02910	CDS	1944				hypothetical protein
CNBKHAJB_02911	CDS	708	hda		COG0593	DnaA regulatory inactivator Hda
CNBKHAJB_02912	CDS	1434				hypothetical protein
CNBKHAJB_02913	CDS	1041	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
